Station_Name,Date,Year,Month,Month_Name,Season,City,State,City_Tier,Latitude,Longitude,AQI,AQI_Bucket,AQI_Risk_Level,AQI_Improvement_Rate,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Prominent_Pollutant,PM25_Standard_Exceeded,PM10_Standard_Exceeded,BOD,DO,pH,Coliform_Count,Fecal_Coliform,Total_Coliform,Water_Contamination_Index,Water_Quality_Status,Water_Body_Type,River_Name,BOD_Standard_Exceeded,DO_Standard_Below,All_Vehicles,Vehicular_Emission,Adjusted_Vehicular_Emission,Veh_Reduction_Pct,Vehicular_Emission_Reduction_Scenario,Industry_Name,Industry_Sector,CO2_Emissions,SO2_Emissions,NOx_Emissions,Total_Industrial_Emission,Industry_Emission_Rank,Population_Density,GDP_Cr,Pollution_per_Capita,Pollution_vs_GDP_Ratio,Public_Transport_Usage_Percent,NCAP_Flag,River_Pollution_Rank,Relative_Humidity_Pct,Temperature_C,Scenario_Label
"Pan Bazar, Guwahati - APCB",2/25/2019,2019,2,Feb,Winter,Guwahati,Assam,2,26.14,91.74,280,Poor,High,8.4,129.88,234.82,30.44,24.76,76.53,24.91,1.8,19.02,20.15,4.4,2.55,1.03,PM10,Yes,Yes,3.41,6.47,7.25,1269,691,1422,2.88,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,20,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,258303,520,585,259162,5,1562,199389,163.2,1.37683,35,No,4,80,27.8,Scenario-Base
"Pan Bazar, Guwahati - APCB",2/26/2019,2019,2,Feb,Winter,Guwahati,Assam,2,26.14,91.74,285,Poor,High,8.4,94.29,173.04,47.75,17.65,97.08,28.03,1.11,16.71,16.98,2.93,2.55,1.03,PM10,Yes,Yes,3.41,6.47,7.25,1269,691,1422,2.88,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,20,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,258303,520,585,259162,5,1562,199389,163.2,1.37683,35,No,4,80,27.8,Scenario-Base
"Pan Bazar, Guwahati - APCB",2/27/2019,2019,2,Feb,Winter,Guwahati,Assam,2,26.14,91.74,152,Moderate,Moderate,8.4,60.89,98.85,11.36,13.79,33.42,27.84,0.64,17.6,30.81,1.38,2.55,1.03,PM10,Yes,No,3.41,6.47,7.25,1269,691,1422,2.88,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,20,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,258303,520,585,259162,5,1562,199389,163.2,1.37683,35,No,4,80,27.8,Scenario-Base
"Pan Bazar, Guwahati - APCB",2/28/2019,2019,2,Feb,Winter,Guwahati,Assam,2,26.14,91.74,93,Satisfactory,Low,8.4,62,76.05,6.13,11.73,22.6,25.34,0.67,15.72,19.09,1.31,2.55,1.03,PM10,Yes,No,3.41,6.47,7.25,1269,691,1422,2.88,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,20,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,258303,520,585,259162,5,1562,199389,163.2,1.37683,35,No,4,80,27.8,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/1/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,113,Moderate,Moderate,-1.345,69.01,104.75,18.25,11.5,42.29,22.89,0.85,16.11,18.39,2.09,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/2/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,183,Moderate,Moderate,-1.345,89.55,152.36,38.49,18.77,83.29,18.52,1.06,22.36,36.19,2.94,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/3/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,226,Poor,High,-1.345,106.89,199.74,50.2,18.6,102.36,18.98,1.26,21.78,29.67,3.54,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/4/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,277,Poor,High,-1.345,97.6,185.68,42.72,15.4,86.63,21.65,0.92,16.91,30.05,7.08,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/5/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,126,Moderate,Moderate,-1.345,68.21,119.93,3.1,9.74,15.53,18.33,0.62,20.25,47.8,1.49,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/6/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,148,Moderate,Moderate,-1.345,63.29,90.92,4.3,10.2,17.98,21.26,0.54,19.66,43.86,1.22,2.55,1.03,PM10,Yes,No,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/7/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,102,Moderate,Moderate,-1.345,74.81,112.75,17.25,15.01,44.42,23.67,0.85,16.5,25.03,3,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/8/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,236,Poor,High,-1.345,104.14,177.76,44.55,21.06,95.72,24.09,1.19,19.3,24.21,4.46,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/9/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,265,Poor,High,-1.345,116.75,206.29,49.98,21.55,105.15,23.52,1.19,18.87,18.93,4.07,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/10/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,303,Very Poor,Critical,-1.345,124.9,237.1,32.68,19.23,74.24,21.46,1.09,24.61,46.36,2.61,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/11/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,267,Poor,High,-1.345,124.94,213.84,33.84,17.73,74.55,23.91,1.31,23.78,37.83,3.21,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/12/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,316,Very Poor,Critical,-1.345,123.34,206.87,43.05,16.95,88.79,25.52,0.99,23.95,48.98,3.65,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/13/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,212,Poor,High,-1.345,100.41,187.83,14.3,21.98,47.03,19.71,1.03,21.27,47.36,2.2,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/14/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,303,Very Poor,Critical,-1.345,138.45,258.63,41.09,30.42,100.02,22.77,1.29,23.2,41.21,3.22,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/15/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,321,Very Poor,Critical,-1.345,138.03,280.4,37.55,24.74,88.13,27.43,1.23,20.42,31.23,2.87,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/16/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,312,Very Poor,Critical,-1.345,131.69,322.56,26.94,23.71,69.62,26.43,1.03,17.5,17.1,2.24,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/17/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,231,Poor,High,-1.345,105.33,191.58,13.36,24.87,48.6,24.28,1.12,21.56,34.22,3.42,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/18/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,308,Very Poor,Critical,-1.345,153.22,269.54,43.03,31.59,104.49,25.47,1.61,27.63,28.29,3.73,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/19/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,303,Very Poor,Critical,-1.345,91.58,145.24,16.57,16.31,44.67,25.42,0.9,21.79,46.73,1.77,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/20/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,118,Moderate,Moderate,-1.345,66.5,100.2,8.26,15.9,30.58,21.3,0.82,20.72,42.59,1.54,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/21/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,148,Moderate,Moderate,-1.345,73.33,200.77,6.29,12.45,23.67,17.6,0.59,22.51,59.44,4.3,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/22/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,198,Moderate,Moderate,-1.345,53.17,244.18,2.47,8.41,13.07,14.5,0.4,24.26,65.28,0.75,2.55,1.03,PM10,No,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/23/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,150,Moderate,Moderate,-1.345,67.46,139.67,4,12.05,19.48,14.17,0.72,24.23,43.92,1.51,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/24/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,123,Moderate,Moderate,-1.345,70.83,143.99,9.08,14.69,30.63,14.97,0.86,26.9,49.96,1.74,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/25/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,268,Poor,High,-1.345,118.05,236.55,39.03,26.61,92.58,18.56,1.21,25.51,47.1,2.59,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/26/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,306,Very Poor,Critical,-1.345,119.32,225.03,33.81,24.83,82.09,23.34,1.12,24.25,34.24,2.27,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/27/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,156,Moderate,Moderate,-1.345,62.29,87.81,3.88,10.6,17.76,22.19,0.67,17.84,30.71,1.08,2.55,1.03,PM10,Yes,No,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/28/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,109,Moderate,Moderate,-1.345,79.69,138.38,15.8,18.47,45.75,22.37,0.93,21.41,41.97,1.84,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/29/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,258,Poor,High,-1.345,114.47,203.18,44.78,29.01,104.59,25.66,1.26,23.39,34.37,3.22,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/30/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,300,Poor,High,-1.345,140.62,225.28,23.24,23.92,63.81,25.77,1.26,34.54,26.71,3.34,2.55,1.03,PM10,Yes,Yes,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",3/31/2019,2019,3,Mar,Summer,Guwahati,Assam,2,26.14,91.74,236,Poor,High,-1.345,48.63,64.89,3.37,11.86,18.25,23.15,0.5,19.19,45.26,0.91,2.55,1.03,PM10,No,No,4.05,6.275,7.155,1405.5,551,197.5,3.12,Moderately Polluted,River,Brahmaputra,Yes,No,1844053.5,1539207,1844053.5,20,Vehicular Reduction 20%,Oil Refinery,Energy,258303,414,568,259162,1,1580,193810,164.03,1.37683,21.5,No,5,55,29.25,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/1/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,74,Satisfactory,Low,9.94,35.72,50.06,5.84,11.66,22.08,17.19,0.76,18.67,43.8,1.26,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/2/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,109,Moderate,Moderate,9.94,58.96,91.04,12.89,14.85,37.05,18.8,0.76,22.37,36.43,1.34,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/3/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,99,Satisfactory,Low,9.94,23.13,153.45,2.57,13.17,18.32,14.1,0.43,26.11,63.06,0.63,2.55,1.03,PM10,No,Yes,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/4/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,120,Moderate,Moderate,9.94,29.99,62.01,2.54,11.69,16.7,13.07,0.37,32.4,55.27,0.65,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/5/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,61,Satisfactory,Low,9.94,25.78,36.21,3.58,12.24,19.01,12.53,0.46,18.57,45.95,7.07,2.55,1.03,O3,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/6/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,74,Satisfactory,Low,9.94,56.1,82.28,9.85,15.92,33.23,13.76,0.74,19.42,32.52,1.54,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/7/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,103,Moderate,Moderate,9.94,43.93,69.9,9.78,13.05,30.04,14.9,0.64,22.18,36.2,0.88,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/8/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,59,Satisfactory,Low,9.94,28.95,40.1,4.23,11.5,19.28,13.98,0.48,17.93,38.96,4.3,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/9/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,53,Satisfactory,Low,9.94,30.06,40.09,5.18,14.44,23.96,12.78,0.56,16.14,30.94,0.93,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/10/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,74,Satisfactory,Low,9.94,37.76,67.42,12.41,14.69,36.13,12.7,0.75,17.21,43.24,1.42,2.55,1.03,PM10,No,No,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/11/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,114,Moderate,Moderate,9.94,66.63,135.87,29.45,18.87,68.61,17.3,1.03,21.65,36.44,1.73,2.55,1.03,PM10,Yes,Yes,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/12/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,161,Moderate,Moderate,9.94,79.26,153.64,22.78,25.1,64.26,16.62,0.95,20.12,40.9,2.06,2.55,1.03,PM10,Yes,Yes,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
"Pan Bazar, Guwahati - APCB",4/13/2019,2019,4,Apr,Summer,Guwahati,Assam,2,26.14,91.74,179,Moderate,Moderate,9.94,85.8,141.6,12.13,25.11,46.8,16.31,0.88,19.03,41,1.47,2.55,1.03,PM10,Yes,Yes,3.48,6.565,7.03,1132,498.5,2873.5,2.895,Moderately Polluted,River,Brahmaputra,Yes,No,1806247,1562923,1806247,10,Vehicular Reduction 20%,Oil Refinery,Agro-Industry,254229,520,585,255211,8.5,1552,206196.5,164.44,1.278216,26.5,No,8,51.5,25.7,Scenario-Base
