id,Station_Name,Date,Year,Month,Month_Name,Season,City,State,City_Tier,Latitude,Longitude,AQI,AQI_Bucket,AQI_Risk_Level,AQI_Improvement_Rate,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Prominent_Pollutant,PM25_Standard_Exceeded,PM10_Standard_Exceeded,BOD,DO,pH,Coliform_Count,Fecal_Coliform,Total_Coliform,Water_Contamination_Index,Water_Quality_Status,Water_Body_Type,River_Name,BOD_Standard_Exceeded,DO_Standard_Below,All_Vehicles,Vehicular_Emission,Adjusted_Vehicular_Emission,Veh_Reduction_Pct,Vehicular_Emission_Reduction_Scenario,Industry_Name,Industry_Sector,CO2_Emissions,SO2_Emissions,NOx_Emissions,Total_Industrial_Emission,Industry_Emission_Rank,Population_Density,GDP_Cr,Pollution_per_Capita,Pollution_vs_GDP_Ratio,Public_Transport_Usage_Percent,NCAP_Flag,River_Pollution_Rank,Relative_Humidity_Pct,Temperature_C
14646,"Igsc Planetarium, Patna - Bspcb",2017-01-09,2018,1.0,Jan,Monsoon,Ahmedabad,Bihar,1.0,25.59,85.14,396.0,Very Poor,Critical,3.765,268.38,97.0,102.71,35.12,137.84,28.47,3.25,10.78,6.71,0.3,1.06,0.7,Pm2.5,Yes,Yes,4.935,4.9,7.555,22176.5,7686.0,10.0,3.54,Heavily Polluted,River,Ganga,Yes,No,2262059.0,2042079.0,2559808.0,0.0,Baseline,Brick Kiln,Manufacturing,171020.0,313.0,310.5,171636.0,2.5,11664.0,421079.0,85.48,0.40761,33.0,No,6.0,50.5,22.75
6192,"Anand Vihar, Delhi - Dpcc",2019-07-23,2019,6.0,Jul,Monsooon,Delhi,Delhi,1.0,28.61,77.21,156.0,Moderate,Moderate,-2.34,73.08,153.96,26.12,39.89,46.01,45.51,1.61,9.05,32.47,2.82,32.72,0.43,Pm10,Yes,Yes,29.54,1.50999999999999,7.32,3596.0,900000.0,8016.0,5.695,Severely Polluted,River,Yamuna,Yes,Yes,15163632.0,13663972.0,2559808.0,0.0,Vehicular Reduction 20%,Mixed Industrial,Manufacturing,162112.0,357.0,371.5,202502.0,6.0,12694.0,3314960.5,13.25,0.047567,61.0,Yes,7.5,57.0,25.9
20866,"Btm Layout, Bengaluru - Kspcb",2020-06-16,2020,6.0,Jun,Monsoon,Bengaluru,Karnataka,1.0,12.97,77.59,55.0,Satisfactory,Low,1.81,17.07,97.0,5.16,13.32,15.94,6.9,0.98,7.21,16.51,0.38,2.06,1.03,Pm10,No,No,8.95,4.83,7.68,21317.0,7527.0,1232.0,4.46,Heavily Polluted,River,Arkavathi,Yes,No,10647033.0,9250209.0,8517626.0,0.0,Vehicular Reduction 20%,IT/Electronics,Manufacturing,197498.0,285.0,433.0,165712.0,5.0,11664.0,3419070.0,33.12,0.048467,49.0,Yes,6.0,48.0,18.9
8037,"Bandra, Mumbai - Mpcb",2019-09-27,2019,9.0,Sep,Monsoon,Delhi,Delhi,1.0,22.57,77.21,78.0,Satisfctory,Low,1.01,53.08,56.71,9.94,24.52,22.68,22.32,0.78,10.3,32.47,2.09,18.35,0.19,Pm10,No,No,29.54,4.9,7.55,1600000.0,900000.0,3818.0,5.74,Severely Polluted,River,Yamuna,Yes,Yes,14994363.0,13565732.0,11995490.0,0.0,Vehicular Reduction 20%,Mixed Industrial,Manufacturing,246782.0,544.0,613.0,247939.0,6.0,12553.0,3201164.0,19.72,0.082315,45.0,Yes,5.0,51.0,25.9
16960,"Vikas Sadan, Gurugram - Hspcb",2018-08-31,2018,8.0,Aug,Monsoon,Gurugram,Haryana,1.0,28.46,77.03,133.0,Moderate,Moderate,2.93,74.94,66.42,12.93,20.75,18.9,20.07,0.61,6.12,16.1,0.83,4.37,2.72,Pm2.5,Yes,No,4.91,5.96,7.81,14989.0,5391.0,4927.0,3.58,Acceptable,River,Sahibi,Yes,No,837149.0,2412065.0,83552.5,0.0,Baseline,Automobile,Automobile,197498.0,82043.0,89749.0,993185.0,10.0,156549.0,1938507.5,0.6621,0.0,16.0,No,15.0,66.0,10.7
17325,"Bandra, Mumbai - Mpcb",2020-01-24,2020,1.0,Jan,Winter,Talcher,Odisha,3.0,22.57,78.49,313.0,Very Poor,Moderate,-1.61,342.42,434.27,19.21,7.29,19.0,1.78,1.45,10.28,28.36,0.0,0.0,1.03,Pm10,Yes,Yes,3.68,4.9,7.32,3985.0,3022.0,2708.0,3.71,Acceptable,River,Brahmani,Yes,Yes,2658674.5,2412065.0,421898.8,0.0,Baseline,Thermal Power,Thermal Power,2950785.0,150711.0,212129.0,3313625.0,2.0,11664.0,166807.0,13.2545,2e-06,40.0,No,1.0,52.0,22.5
32278,"Kowdiar, Thiruvananthapuram - Kspcb",2018-09-23,2018,6.0,Sep,Monsoon,Thiruvananthapuram,Kerala,2.0,8.52,76.94,53.0,Satisfactory,Low,-4.64,13.45,30.23,11.63,4.45,4.63,2.53,0.75,10.78,32.47,0.97,2.55,1.03,O3,No,No,2.18,7.81,8.11,13935.0,5401.0,2708.0,1.95,Good,River,Karamana,No,No,382111.0,61311.0,2559808.0,0.0,Baseline,IT/Electronics,It/Electronics,190937.0,16019.0,23031.0,202502.0,14.0,256749.0,653459.0,0.1353,0.0,39.0,No,6.0,79.0,25.9
13313,"Bollaram, Hyderabad - Tspcb",2017-12-05,2017,12.0,Dec,Winter,Ahmedabad,Telangana,1.0,17.39,78.49,128.0,Modrate,Moderate,-1.74,58.07,96.64,6.29,29.67,20.52,13.51,0.98,13.2,60.14,2.66,7.83,2.1,Pm10,No,No,5.86,3.78,8.46,208.0,25.0,458239.0,3.77,Heavily Polluted,River,Musi,Yes,Yes,2658674.5,6365702.0,7154040.0,0.0,Baseline,Pharma/Chemical,Manufacturing,203002.0,301.0,433.0,203736.0,8.0,19966.0,8013410.0,10.32,0.025802,43.0,No,5.0,55.0,27.8
5873,"Town Hall, Amritsar - Ppcb",2019-07-30,2019,7.0,Jul,Monsoon,Amritsar,Punjab,2.0,31.63,74.87,48.0,Good,Low,7.21,25.95,51.61,16.38,14.3,23.36,13.78,0.08,11.39,32.47,4.32,1.18,13.25,Pm10,No,No,4.91,6.39,7.89,408.0,204.0,2708.0,2.92,Moderately Polluted,River,Beas,Yes,No,2269675.0,2125621.0,1815740.0,0.0,Vehicular Reduction 20%,Textiles,Agro-Industry,197498.0,87.0,159.0,58813.0,5.0,4577.0,833889.0,12.96,0.067102,30.0,Yes,2.0,51.0,25.9
28997,"Bandra, Mumbai - Mpcb",2020-03-08,2020,3.0,Mar,Summer,Mumbai,Maharashtra,1.0,19.08,72.88,122.0,Moderate,Moderate,-4.14,27.0,125.15,20.26,23.99,52.07,16.27,0.57,9.73,30.18,4.24,0.0,0.0,Pm10,No,No,7.77,5.04,7.498,296.0,58.0,369.0,3.68,Heavily Polluted,River,Ulhas,Yes,No,11963058.0,11017177.0,9570446.0,0.0,Vehicular Reduction 20%,Automobile,Manufacturing,224053.0,281.0,501.0,224860.0,6.0,22851.0,24273089.0,9.98,0.009189,66.0,Yes,4.0,44.0,27.7
8762,"Bandra, Mumbai - Mpcb",2018-09-09,2018,9.0,Sep,Monsooon,Delhi,Delhi,1.0,28.61,77.21,86.0,Satisfactory,Low,4.4,29.1,56.92,11.63,23.58,24.12,24.71,0.72,10.98,26.36,1.05,17.3,0.14,Pm10,No,No,29.54,0.71,7.498,1600000.0,900000.0,2376.5,3.605,Severely Polluted,River,Yamuna,Yes,Yes,14097966.0,12336174.5,14097966.0,0.0,Baseline,Automobile,Manufacturing,251680.0,399.0,615.5,257150.5,5.5,11664.0,2962347.0,21.145,0.0873105,51.5,No,7.0,60.5,16.0
14531,"Bollaram, Hyderabad - Tspcb",2015-04-14,2015,4.0,Apr,Summer,Hyderabad,Telangana,1.0,17.39,78.49,312.0,Very Poor,Critical,6.49,53.08,93.9,11.63,20.35,29.34,15.9,0.95,8.23,40.52,0.96,4.52,0.67,Pm2.5,Yes,No,6.72,3.5,8.83,258.0,25.0,701581.0,3.77,Acceptable,River,Musi,Yes,Yes,5776794.0,5283234.0,5776794.0,0.0,Baseline,Pharma/Chemical,Manufacturing,236727.0,363.0,415.0,237632.0,3.0,19234.0,7434910.0,12.35,0.032362,46.0,No,6.0,55.0,16.9
957,"Satellite, Ahmedabad - Gpcb",2018-07-13,2018,7.0,Jul,Monsoon,Ahmedabad,Gujarat,1.0,23.03,78.49,472.0,Severe,Critical,0.74,36.42,113.3,30.52,23.99,46.93,16.27,30.52,37.17,32.47,5.56,58.37,0.65,Pm10,No,Yes,2.84,5.395,7.86,76.0,25.0,3687.0,2.465,Acceptable,River,Yamuna,No,No,5948362.0,5199247.5,5948362.0,0.0,Baseline,Pharmaceuticals,Chemical,120561.5,173.0,272.0,121203.5,8.0,10608.5,6368123.0,11.495,0.01857,40.0,No,2.0,60.0,31.1
29910,"Rabindra Sarani, Kolkata - Wbpcb",2020-03-12,2020,6.0,Mar,Summer,Kolkata,West Bengal,1.0,22.57,88.36,120.0,Moderate,Moderate,0.74,57.54,114.2,7.71,33.63,26.0,24.25,0.72,12.66,32.47,6.7,12.52,1.46,Pm10,No,Yes,5.19,5.09,7.51,26922.0,20980.0,549930.0,3.605,Severely Polluted,River,Yamuna,Yes,No,6160460.0,5118916.0,4928368.0,20.0,Vehicular Reduction 20%,Heavy Engineering,Manufacturing,174452.0,396.0,533.0,175381.0,4.0,27067.0,12845293.0,6.48,0.012942,55.0,Yes,2.0,60.0,27.7
2824,"Bollaram, Hyderabad - Tspcb",2019-10-23,2019,10.0,Oct,Post-Monsoon,Hyderabad,Telangana,1.0,17.39,78.49,78.0,Satisfactory,Low,3.14,37.8,97.0,7.97,23.75,16.66,10.32,0.57,4.71,14.48,0.65,5.21,1.67,Pm10,No,No,9.35,3.945,8.86499999999999,3596.0,25.0,693146.0,3.905,Heavily Polluted,River,Musi,Yes,Yes,8251132.0,7172887.5,6600905.0,0.0,Vehicular Reduction 20%,Pharma/Chemical,Power,733006.0,1136.5,2025.5,736521.5,7.0,20546.5,8601201.5,35.3799999999999,0.085565,18.5,Yes,7.0,53.5,22.1
13910,"Satellite, Ahmedabad - Gpcb",2015-07-26,2015,7.0,May,Monsoon,Ahmedabad,Gujarat,1.0,23.03,78.49,91.0,Satisfactory,Low,0.83,59.95,113.3,0.18,8.78,8.16,16.27,0.18,11.52,2.79,0.52,1.23,0.22,Pm10,No,Yes,3.7,4.43,7.84,64.0,25.0,2708.0,3.605,Moderately Polluted,River,Sabarmati,Yes,No,4591635.0,3977833.0,4591635.0,0.0,Baseline,Pharmaceuticals,Manufacturing,190217.0,296.0,398.0,190872.0,9.0,10323.0,5683106.0,18.49,0.033586,35.0,No,6.0,85.0,27.0
14597,"Bollaram, Hyderabad - Tspcb",2018-10-03,2018,10.0,Oct,Post-Monsoon,Hyderabad,Tamil Nadu,1.0,17.39,78.49,72.0,Satisfactory,Low,-2.66,36.5,97.0,5.25,32.41,21.14,13.47,0.45,5.74,23.91,1.66,15.38,1.19,Pm10,No,No,8.88,3.56,8.825,270.0,25.0,349145.0,3.905,Heavily Polluted,River,Musi,Yes,Yes,2658674.5,2412065.0,7968813.0,0.0,Baseline,Pharma/Chemical,Manufacturing,298995.0,624.0,850.5,300469.5,5.0,19981.0,8230488.0,12.6789,0.0368975,40.0,No,5.0,60.0,23.0
17210,"Bollaram, Hyderabad - Tspcb",2016-10-19,2016,10.0,Oct,Post Monsoon,Hyderabad,Telangana,1.0,17.39,78.49,103.0,Modrate,Moderate,8.18,58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,0.07,1.53,0.66,Pm10,No,Yes,8.54,3.52,8.38,283.0,25.0,2708.0,4.08,Heavily Polluted,River,Musi,Yes,Yes,6509752.0,5617085.0,6509752.0,0.0,Baseline,Pharma/Chemical,Power,190150.0,428.0,674.0,191252.0,5.0,20341.0,7393865.0,9.38,0.025866,46.0,No,8.0,54.0,25.7
23553,"Satellite, Ahmedabad - Gpcb",2019-03-12,2019,3.0,Mar,Summer,Ahmedabad,Gujarat,1.0,23.03,72.59,123.0,Severe,Critical,2.715,57.06,97.0,11.63,100.8,43.19,16.27,34.49,60.72,32.47,4.11,32.35,7.05,Pm10,No,Yes,1.335,6.81,7.498,53.0,25.0,5066.5,3.605,Acceptable,River,Sabarmati,No,No,6220445.0,5903707.0,4976355.5,0.0,Vehicular Reduction 20%,Pharmaceuticals,Chemical,151452.5,176.5,319.5,152118.5,3.5,10957.0,6621384.5,14.4,0.0226595,40.0,Yes,7.0,79.5,28.0
18624,"Igsc Planetarium, Patna - Bspcb",2018-09-23,2018,9.0,May,Monsoon,Patna,Bihar,1.0,22.57,85.14,108.0,Moderate,Moderate,4.73,63.65,97.0,11.63,46.64,18.52,12.18,0.67,28.55,58.24,2.59,38.83,10.09,Pm10,Yes,Yes,7.07,4.03,7.17,20734.0,6136.0,10.0,3.605,Severely Polluted,River,Ganga,Yes,No,2559808.0,2247238.0,2559808.0,0.0,Baseline,Brick Kiln,Agro-Industry,235007.0,310.0,827.0,236144.0,7.0,1953.0,460019.0,123.12,0.509657,36.0,No,4.0,60.0,25.9
30724,"Town Hall, Amritsar - Ppcb",2017-09-07,2017,6.0,Sep,Monsooon,Amritsar,Punjab,1.0,22.57,74.87,118.0,Moderate,Moderate,6.07,30.99,97.0,10.32,17.06,23.66,10.28,0.98,10.78,9.02,1.41,1.57,21.24,Pm10,No,Yes,2.58,6.36,7.51,550.0,275.0,1239.0,2.39,Acceptable,River,Beas,No,No,2658674.5,1827483.0,2014253.0,0.0,Baseline,Textiles,Manufacturing,276226.0,489.0,738.0,277453.0,5.0,4502.0,769868.0,61.22,0.36039,49.0,No,8.0,55.0,25.7
28322,"Jorapokhar, Dhanbad - Jspcb",2020-10-15,2020,10.0,Oct,Monsoon,Jorapokhar,Jharkhand,3.0,23.69,78.49,163.09,Moderate,Moderate,3.0,53.08,88.74,11.63,73.47,95.51,14.13,4.48,79.38,183.99,3.53,4.95,1.03,O3,Yes,No,4.91,4.9,7.498,4051.0,2026.0,10938.0,2.23,Polluted,River,Damodar,Yes,Yes,85142.0,72371.0,72371.0,0.0,Baseline,Mining/Coal,Mining/Coal,33696.0,420.0,609.0,35097.0,6.0,1057.0,86136.0,33.2044,0.40746,20.0,Yes,6.0,62.0,21.53
25007,"Bollaram, Hyderabad - Tspcb",2010-08-15,2016,6.0,Sep,Monsooon,Hyderabad,Telangana,1.0,17.39,78.49,72.0,Satisfactory,Low,0.74,35.34,103.41,11.29,74.42,13.02,27.06,0.21,10.78,32.47,0.09,1.66,2.84,Pm10,No,Yes,9.81,1.98,8.27,154.0,25.0,616934.0,4.3,Heavily Polluted,River,Yamuna,Yes,Yes,6509752.0,5617085.0,6509752.0,0.0,Baseline,Pharma/Chemical,Manufacturing,190150.0,428.0,674.0,191252.0,6.0,19566.0,7393865.0,9.77,0.025866,36.0,No,6.0,54.0,24.5
23694,"Talkatora, Lucknow - Uppcb",2016-05-13,2018,5.0,May,Monsoon,Lucknow,Tamil Nadu,1.0,26.85,80.95,173.0,Moderate,Moderate,-7.97,53.08,97.0,11.63,24.15,10.1,20.34,1.24,7.42,39.42,1.53,2.86,1.03,Pm10,Yes,No,2.29,4.21,7.23,50.0,25.0,76.5,2.49,Acceptable,River,Yamuna,No,No,2658674.5,2463320.0,2559808.0,20.0,Baseline,Food Processing,Agro-Industry,193266.0,271.0,400.0,193983.0,7.5,11664.0,1013275.5,12.6789,0.190545,25.0,No,8.0,58.0,26.2
32511,"Gvm Corporation, Visakhapatnam - Appcb",2018-03-22,2018,3.0,May,Monsoon,Visakhapatnam,Andhra Pradesh,1.0,17.69,83.22,110.0,Moderate,Moderate,3.51,51.64,97.0,11.63,41.97,30.71,11.16,0.68,16.68,17.12,5.31,9.47,2.61,Pm10,No,Yes,3.92,6.16,7.56499999999999,375.5,28.5,10.0,2.92,Moderately Polluted,River,Gosthani,Yes,No,2476142.5,2128604.0,2476142.5,0.0,Baseline,Steel/Port,Mining,221890.0,411.0,769.0,202502.0,8.0,578.0,172195.0,385.93,1.29545,37.5,No,9.0,60.0,21.05
21108,"Civil Hospital, Shillong - Mpcb",2020-01-03,2020,1.0,Jan,Winter,Shillong,Meghalaya,3.0,25.58,91.89,123.0,Satisfctory,Low,1.98,6.09,48.29,0.71,2.26,1.0,2.31,0.25,5.81,35.99,1.11,0.16,1.03,Pm10,No,No,1.29,7.23,7.06,3570.0,7568.0,3119.0,1.75,Good,River,Umiam,No,No,98076.0,11452.0,10879.4,0.0,Baseline,Handicrafts,Handicrafts,197498.0,2370.0,3919.0,48650.0,6.0,11664.0,69881.0,0.139,0.0,18.0,No,3.0,84.0,25.9
5801,"Bandra, Mumbai - Mpcb",2018-10-11,2018,10.0,Oct,Post-Monsoon,Amritsar,Punjab,2.0,31.63,74.87,146.0,Moderate,Moderate,1.34,62.84,152.34,11.63,23.99,43.96,24.05,0.0,10.78,32.47,20.64,1.1,7.66,Pm10,Yes,Yes,1.595,9.04,7.85999999999999,312.0,156.0,4937.5,1.565,Acceptable,River,Beas,Yes,No,2148435.5,2412065.0,2148435.5,10.0,Baseline,Textiles,Manufacturing,955880.5,545.0,1656.5,959749.0,6.5,4606.0,829194.0,208.175,1.187435,48.0,No,7.0,71.5,20.75
9530,"Bandra, Mumbai - Mpcb",2019-02-28,2019,2.0,Feb,Monsoon,Gurugram,Haryana,1.0,28.46,77.03,103.0,Moderate,Moderate,-1.76,55.34,123.54,23.18,23.99,34.97,20.07,0.98,35.53,33.43,1.11,0.0,2.72,Pm10,No,Yes,2.8,3.9,7.02,6090.0,823.0,15907.0,3.82,Acceptable,River,Sahibi,No,Yes,715930.0,162412.0,154291.4,0.0,Baseline,Automobile,Automobile,701334.0,86695.0,71814.0,859843.0,20.0,239825.0,2474899.0,0.5732,0.0,40.0,No,16.0,48.0,9.6
15307,"Civic Centre, Brajrajnagar - Ospcb",2018-05-23,2018,6.0,May,Summmer,Brajrajnagar,Tamil Nadu,3.0,21.82,83.92,154.0,Moderate,Moderate,-3.53,53.08,95.61,4.61,13.41,18.01,5.25,3.15,12.5,32.47,0.0,2.55,1.03,Pm10,No,No,4.32,3.54,7.498,7767.0,1702.0,2708.0,4.15,Moderately Polluted,River,Ib,Yes,Yes,79262.0,128306.0,121890.7,0.0,Baseline,Coal/Power,Coal/Power,824628.0,117365.0,63259.0,1005252.0,10.0,29716.0,58743.0,12.6789,2e-06,20.0,No,5.0,60.0,25.9
9375,"Bollaram, Hyderabad - Tspcb",2019-12-31,2019,12.0,May,Winte,Hyderabad,Telangana,1.0,17.39,78.49,107.0,Moderate,Moderate,-1.97,47.37,82.17,8.73,23.99,22.41,14.24,0.68,5.25,30.96,0.68,1.91,0.04,Pm10,No,No,6.36999999999999,2.9,7.77,282.5,1702.0,2708.0,3.79,Heavily Polluted,River,Musi,Yes,Yes,8440233.0,7235529.0,6752186.0,0.0,Vehicular Reduction 20%,Pharma/Chemical,Manufacturing,204422.0,484.5,298.5,205205.0,2.0,20837.0,8601201.5,9.945,0.0236555,26.0,Yes,7.5,51.5,18.75
19149,"Alandur, Chennai - Tnpcb",2016-08-19,2016,8.0,Aug,Monsoon,Chennai,Tamil Nadu,1.0,13.08,80.27,129.0,Moderate,Moderate,4.89,39.96,97.0,5.51,10.7,12.09,36.99,0.26,10.78,38.19,0.75,2.0,1.03,Pm2.5,No,No,14.6,2.735,7.17,9167.0,1666.0,1808.0,4.8,Severely Polluted,River,Cooum,Yes,Yes,5847733.0,4948283.0,5847733.0,0.0,Baseline,Automobile,Manufacturing,138937.0,307.0,623.0,139589.0,4.0,28356.5,17593359.0,5.005,0.0077845,55.5,No,8.0,60.0,29.95
214,"Igsc Planetarium, Patna - Bspcb",2015-07-13,2015,7.0,Jul,Monsoon,Patna,Bihar,1.0,25.59,85.14,98.0,Satisfactory,Low,-2.015,39.74,57.82,16.59,19.81,34.55,1.14,1.94,23.57,10.37,0.26,1.33,0.59,Pm10,No,No,8.585,4.9,7.12,60502.5,1702.0,14.0,4.585,Heavily Polluted,River,Ganga,Yes,No,1840866.5,1727016.0,1840866.5,0.0,Baseline,Brick Kiln,Manufacturing,211086.0,498.0,623.0,212224.0,2.5,1909.0,372706.0,111.17,0.593982,37.5,No,6.0,63.5,15.85
2486,"Siddhapudur, Coimbatore - Tnpcb",2019-06-13,2019,6.0,Jun,Monsoon,Coimbatore,Tamil Nadu,2.0,22.57,76.97,123.0,Satisfactory,Low,0.74,21.57,27.05,6.57,4.95,11.52,8.8,1.14,9.75,25.46,0.04,0.23,1.03,Pm10,No,No,16.46,3.13,7.03,12103.0,1702.0,2789.0,4.73,Severely Polluted,River,Noyyal,Yes,Yes,2982825.0,2719223.0,2982825.0,0.0,Vehicular Reduction 20%,Textiles,Manufacturing,197498.0,319.0,242.0,139669.0,9.0,11664.0,5460767.0,17.21,0.025577,40.0,No,4.0,77.0,24.6
31431,"Town Hall, Amritsar - Ppcb",2019-08-12,2019,8.0,Aug,Monsoon,Amritsar,Punjab,2.0,22.57,74.87,123.0,Satisfctory,Low,6.53,32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,32.47,3.51,1.14,3.88,Pm10,No,No,2.83,7.15,7.498,468.0,234.0,1706.0,2.4,Acceptable,River,Beas,No,No,2247837.0,2067761.0,1798269.0,0.0,Vehicular Reduction 20%,Textiles,Power,1720075.0,1991.0,3352.0,1725418.0,3.0,4597.0,825218.0,375.34,2.090863,46.0,Yes,8.0,54.0,25.9
9647,"Bandra, Mumbai - Mpcb",2019-04-02,2019,4.0,May,Summer,Talcher,Odisha,1.0,20.95,85.23,145.0,Modrate,Moderate,0.66,50.37,196.44,20.17,11.4,27.33,7.01,1.26,27.49,9.07,0.0,0.0,1.03,Pm10,No,Yes,5.78,3.73,7.498,14944.0,1702.0,2708.0,3.605,Moderately Polluted,River,Yamuna,Yes,Yes,99117.0,325518.0,309242.1,0.0,Baseline,Thermal Power,Thermal Power,2872883.0,248245.0,269934.0,3391062.0,21.0,32286.0,111538.0,13.5642,3e-06,57.0,No,23.0,58.0,20.8
28452,"Gvm Corporation, Visakhapatnam - Appcb",2010-08-15,2017,4.0,Apr,Summer,Visakhapatnam,Andhra Pradesh,1.0,17.69,83.22,76.5,Satisfactory,Low,7.24499999999999,23.68,74.04,12.64,28.46,0.0,7.83,0.0,8.64,12.2,0.0,2.55,0.0,Pm10,No,No,3.06,4.9,7.605,426.0,26.0,10.0,2.75,Moderately Polluted,River,Yamuna,Yes,No,2658674.5,1930170.5,2360578.0,10.0,Baseline,Steel/Port,Power,535156.5,942.0,615.5,536714.0,7.0,579.0,162936.5,926.58,3.37882,39.5,No,4.0,60.0,25.9
7084,"Town Hall, Amritsar - Ppcb",2017-12-31,2017,12.0,Dec,Winter,Amritsar,Punjab,2.0,31.63,74.87,321.0,Moderate,Critical,0.74,158.06,285.43,8.56,30.4,38.96,3.78,2.11,3.77,19.09,1.11,12.65,1.03,Pm10,Yes,Yes,2.39,8.59,7.59,448.0,224.0,4287.5,1.89,Acceptable,River,Beas,No,No,2059530.0,1761544.0,2059530.0,0.0,Baseline,Textiles,Agro-Industry,276226.0,489.0,738.0,277453.0,2.5,4615.0,769868.0,12.6789,0.36039,42.0,No,5.5,50.5,25.9
7510,"Bollaram, Hyderabad - Tspcb",2018-01-15,2018,1.0,Jan,Winter,Hyderabad,Telangana,1.0,22.57,78.49,143.0,Moderate,Moderate,0.45,70.98,115.26,3.98,37.89,23.11,23.39,0.83,7.43,50.02,2.18,9.33,2.17,Pm10,No,Yes,6.68,5.0,8.45,292.0,25.0,345261.0,3.76,Heavily Polluted,River,Musi,Yes,No,7968813.0,6804164.0,7968813.0,0.0,Baseline,Pharma/Chemical,Power,355962.0,741.0,865.0,357539.0,8.0,20615.0,8391506.0,17.72,0.031603,48.0,No,6.0,60.0,25.9
28904,"Sector 22, Chandigarh - Cpcb",2020-01-01,2020,1.0,Jan,Monsoon,Ahmedabad,Chandigarh,2.0,30.74,78.49,132.0,Moderate,Moderate,7.295,63.22,135.76,46.81,15.96,45.21,24.73,1.11,7.79,8.1,9.14,0.38,0.78,Pm10,Yes,Yes,7.54,7.84,7.21,20877.0,19267.0,988.5,3.87,Heavily Polluted,River,Sukhna,Yes,No,1961869.0,1794472.0,1961869.0,0.0,Vehicular Reduction 20%,Light Manufacturing,Manufacturing,208185.0,420.0,318.0,208863.5,8.0,10322.0,1213289.5,20.26,0.1729685,47.5,No,6.0,51.5,25.9
17853,"Igsc Planetarium, Patna - Bspcb",2020-06-26,2020,6.0,Jun,Monsoon,Patna,Tamil Nadu,1.0,25.59,78.49,71.0,Satisfactory,Low,0.74,53.08,39.8,10.37,25.68,24.65,3.13,0.79,2.92,32.47,1.17,3.84,0.86,Pm10,Yes,No,7.48,4.9,7.57,11745.0,5872.0,2708.0,3.605,Heavily Polluted,River,Ganga,Yes,No,2964059.0,2412065.0,2371247.0,0.0,Vehicular Reduction 20%,Brick Kiln,Power,1183501.0,2907.0,1944.0,1188352.0,9.0,1966.0,466913.0,604.45,2.545125,42.0,Yes,2.0,56.0,17.3
27395,"Town Hall, Amritsar - Ppcb",2017-07-18,2017,7.0,Jul,Monsoon,Amritsar,Punjab,2.0,31.63,74.87,99.0,Moderate,Low,3.74,50.64,94.42,28.79,14.4,19.19,11.5,0.0,6.04,6.09,1.42,0.67,0.1,Pm10,No,No,2.93,7.1,7.498,265.0,1702.0,6072.0,2.36,Acceptable,River,Beas,No,No,2658674.5,2412065.0,1887855.0,0.0,Baseline,Textiles,Manufacturing,228313.0,413.0,625.0,229351.0,5.0,11664.0,1938507.5,49.9,0.299253,27.0,No,2.0,86.0,29.4
15344,"Town Hall, Amritsar - Ppcb",2020-06-25,2018,6.0,Jun,Monsoon,Amritsar,Punjab,2.0,31.63,78.49,59.0,Satisfactory,Low,1.28,53.08,97.0,18.0,10.71,25.96,11.94,0.74,5.83,16.48,1.3,1.1,8.82,Pm10,No,No,3.23,6.62,7.73,628.0,314.0,1926.0,2.71,Moderately Polluted,River,Beas,Yes,No,2659520.0,2356852.0,2127616.0,0.0,Vehicular Reduction 20%,Textiles,Agro-Industry,211901.0,363.0,467.0,212487.0,2.0,4785.0,883592.0,44.44,0.251259,32.0,Yes,9.0,41.0,28.6
22789,"Tt Nagar, Bhopal - Mppcb",2020-05-09,2018,5.0,May,Monsoon,Bhopal,Madhya Pradesh,2.0,23.26,77.41,95.0,Satisfactory,Low,-3.42,18.74,97.09,0.99,7.07,4.65,9.55,0.34,7.89,74.13,0.97,2.55,1.03,Pm10,No,No,3.89,8.42,7.86,3596.0,2053.0,10.0,3.16,Moderately Polluted,River,Yamuna,Yes,No,3226411.0,2928078.0,2581128.0,20.0,Vehicular Reduction 20%,Chemical,Manufacturing,186126.0,447.0,595.0,187168.0,4.0,1342.0,411647.0,140.83,0.454681,41.0,Yes,6.0,51.0,13.2
8840,"Bandra, Mumbai - Mpcb",2019-05-18,2019,6.0,May,Summr,Ahmedabad,Maharashtra,1.0,19.08,72.88,92.0,Satisfactory,Low,-4.005,16.14,74.72,54.67,20.05,74.73,4.07,1.62,24.56,14.88,0.31,0.0,0.0,Pm10,No,No,8.4,4.835,7.498,252.5,68.5,366.5,3.705,Heavily Polluted,River,Ulhas,Yes,No,2658674.5,9862292.0,8908254.5,0.0,Vehicular Reduction 20%,Petrochemical,Manufacturing,109873.5,185.0,419.0,110350.0,6.0,23113.5,24679780.0,4.795,0.004639,57.0,Yes,7.5,55.5,22.9
